Pos.x [m];Pos.y [m];Pos.z [m];Idp;Vel.x [m/s];Vel.y [m/s];Vel.z [m/s];Rhop [kg/m^3];Type DualSphysics;
  5.7999998E-01;  3.1000000E-01;  3.9999999E-02;127;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0309572E+03;0;
  6.7000002E-01;  3.9999999E-02;  3.9999999E-02;136;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000661E+03;0;
  6.7000002E-01;  3.9999999E-02;  1.3000000E-01;137;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0011824E+03;0;
  6.7000002E-01;  3.9999999E-02;  2.2000000E-01;138;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0028331E+03;0;
  6.7000002E-01;  3.9999999E-02;  3.1000000E-01;139;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0014629E+03;0;
  6.7000002E-01;  1.3000000E-01;  3.9999999E-02;141;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0024249E+03;0;
  6.7000002E-01;  2.2000000E-01;  3.9999999E-02;142;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0104066E+03;0;
  6.7000002E-01;  3.1000000E-01;  3.9999999E-02;143;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0176641E+03;0;
  7.5999999E-01;  3.9999999E-02;  3.9999999E-02;152;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  7.5999999E-01;  3.9999999E-02;  1.3000000E-01;153;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000181E+03;0;
  7.5999999E-01;  3.9999999E-02;  2.2000000E-01;154;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0001537E+03;0;
  7.5999999E-01;  3.9999999E-02;  3.1000000E-01;155;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000831E+03;0;
  7.5999999E-01;  1.3000000E-01;  3.9999999E-02;157;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0001378E+03;0;
  7.5999999E-01;  2.2000000E-01;  3.9999999E-02;158;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0013201E+03;0;
  7.5999999E-01;  3.1000000E-01;  3.9999999E-02;159;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0024910E+03;0;
  8.5000002E-01;  3.9999999E-02;  3.9999999E-02;168;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  8.5000002E-01;  3.9999999E-02;  1.3000000E-01;169;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  8.5000002E-01;  3.9999999E-02;  2.2000000E-01;170;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  8.5000002E-01;  3.9999999E-02;  3.1000000E-01;171;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  8.5000002E-01;  1.3000000E-01;  3.9999999E-02;173;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  8.5000002E-01;  2.2000000E-01;  3.9999999E-02;174;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  8.5000002E-01;  3.1000000E-01;  3.9999999E-02;175;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000001E+03;0;
  9.4000000E-01;  3.9999999E-02;  3.9999999E-02;184;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  9.4000000E-01;  3.9999999E-02;  1.3000000E-01;185;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  9.4000000E-01;  3.9999999E-02;  2.2000000E-01;186;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  9.4000000E-01;  3.9999999E-02;  3.1000000E-01;187;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  9.4000000E-01;  1.3000000E-01;  3.9999999E-02;189;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  9.4000000E-01;  2.2000000E-01;  3.9999999E-02;348;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  9.4000000E-01;  2.2000000E-01;  1.3000000E-01;349;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  9.4000000E-01;  2.2000000E-01;  2.2000000E-01;350;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  9.4000000E-01;  2.2000000E-01;  3.1000000E-01;351;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000004E+03;0;
  9.4000000E-01;  3.1000000E-01;  3.9999999E-02;354;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  9.4000000E-01;  3.1000000E-01;  1.3000000E-01;355;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  9.4000000E-01;  3.1000000E-01;  2.2000000E-01;356;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000474E+03;0;
  9.4000000E-01;  3.1000000E-01;  3.1000000E-01;357;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0001002E+03;0;
  1.0300000E+00;  3.9999999E-02;  3.9999999E-02;197;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.0300000E+00;  3.9999999E-02;  1.3000000E-01;198;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.0300000E+00;  3.9999999E-02;  2.2000000E-01;199;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.0300000E+00;  3.9999999E-02;  3.1000000E-01;200;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.0300000E+00;  1.3000000E-01;  3.9999999E-02;202;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.1200000E+00;  3.9999999E-02;  3.9999999E-02;210;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.1200000E+00;  3.9999999E-02;  1.3000000E-01;211;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.1200000E+00;  3.9999999E-02;  2.2000000E-01;212;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.1200000E+00;  3.9999999E-02;  3.1000000E-01;213;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.1200000E+00;  1.3000000E-01;  3.9999999E-02;215;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.1200000E+00;  2.2000000E-01;  3.9999999E-02;216;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.1200000E+00;  3.1000000E-01;  3.9999999E-02;217;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.2100000E+00;  3.9999999E-02;  3.9999999E-02;226;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.2100000E+00;  3.9999999E-02;  1.3000000E-01;227;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.2100000E+00;  3.9999999E-02;  2.2000000E-01;228;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.2100000E+00;  3.9999999E-02;  3.1000000E-01;229;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.2100000E+00;  1.3000000E-01;  3.9999999E-02;231;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.2100000E+00;  2.2000000E-01;  3.9999999E-02;232;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.2100000E+00;  3.1000000E-01;  3.9999999E-02;233;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.0300000E+00;  2.2000000E-01;  3.9999999E-02;330;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.0300000E+00;  2.2000000E-01;  1.3000000E-01;331;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.0300000E+00;  2.2000000E-01;  2.2000000E-01;332;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.0300000E+00;  2.2000000E-01;  3.1000000E-01;333;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.0300000E+00;  3.1000000E-01;  3.9999999E-02;336;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.0300000E+00;  3.1000000E-01;  1.3000000E-01;337;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.0300000E+00;  3.1000000E-01;  2.2000000E-01;338;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.0300000E+00;  3.1000000E-01;  3.1000000E-01;339;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  3.9999999E-02;  4.0000001E-01;  3.9999999E-02;20;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0053481E+03;0;
  3.9999999E-02;  4.0000001E-01;  1.3000000E-01;21;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0064298E+03;0;
  3.9999999E-02;  4.0000001E-01;  2.2000000E-01;22;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  3.9999999E-02;  4.0000001E-01;  3.1000000E-01;23;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  3.9999999E-02;  4.9000001E-01;  3.9999999E-02;25;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0040396E+03;0;
  3.9999999E-02;  4.9000001E-01;  1.3000000E-01;26;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  3.9999999E-02;  4.9000001E-01;  2.2000000E-01;27;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  3.9999999E-02;  4.9000001E-01;  3.1000000E-01;28;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  3.9999999E-02;  5.7999998E-01;  3.9999999E-02;30;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0038300E+03;0;
  3.9999999E-02;  5.7999998E-01;  1.3000000E-01;31;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  3.9999999E-02;  5.7999998E-01;  2.2000000E-01;32;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  3.9999999E-02;  5.7999998E-01;  3.1000000E-01;33;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.3000000E-01;  4.0000001E-01;  3.9999999E-02;48;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0058255E+03;0;
  1.3000000E-01;  4.9000001E-01;  3.9999999E-02;49;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0071991E+03;0;
  1.3000000E-01;  5.7999998E-01;  3.9999999E-02;50;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0070104E+03;0;
  2.2000000E-01;  4.0000001E-01;  3.9999999E-02;64;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0013748E+03;0;
  2.2000000E-01;  4.9000001E-01;  3.9999999E-02;65;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0109806E+03;0;
  2.2000000E-01;  5.7999998E-01;  3.9999999E-02;66;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0070328E+03;0;
  3.1000000E-01;  4.0000001E-01;  3.9999999E-02;80;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0056033E+03;0;
  3.1000000E-01;  4.9000001E-01;  3.9999999E-02;81;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0109752E+03;0;
  3.1000000E-01;  5.7999998E-01;  3.9999999E-02;82;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0051816E+03;0;
  4.0000001E-01;  4.0000001E-01;  3.9999999E-02;96;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0069274E+03;0;
  4.0000001E-01;  4.9000001E-01;  3.9999999E-02;97;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0062197E+03;0;
  4.0000001E-01;  5.7999998E-01;  3.9999999E-02;98;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0017267E+03;0;
  4.9000001E-01;  4.0000001E-01;  3.9999999E-02;112;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0147378E+03;0;
  4.9000001E-01;  4.9000001E-01;  3.9999999E-02;113;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0103568E+03;0;
  4.9000001E-01;  5.7999998E-01;  3.9999999E-02;114;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0035598E+03;0;
  5.7999998E-01;  4.0000001E-01;  3.9999999E-02;128;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0309570E+03;0;
  5.7999998E-01;  4.9000001E-01;  3.9999999E-02;129;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0192885E+03;0;
  5.7999998E-01;  5.7999998E-01;  3.9999999E-02;130;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0054426E+03;0;
  6.7000002E-01;  4.0000001E-01;  3.9999999E-02;144;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0176641E+03;0;
  6.7000002E-01;  4.9000001E-01;  3.9999999E-02;145;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0104066E+03;0;
  6.7000002E-01;  5.7999998E-01;  3.9999999E-02;146;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0024249E+03;0;
  7.5999999E-01;  4.0000001E-01;  3.9999999E-02;160;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0024910E+03;0;
  7.5999999E-01;  4.9000001E-01;  3.9999999E-02;161;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0013201E+03;0;
  7.5999999E-01;  5.7999998E-01;  3.9999999E-02;162;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0001378E+03;0;
  8.5000002E-01;  4.0000001E-01;  3.9999999E-02;176;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000001E+03;0;
  8.5000002E-01;  4.9000001E-01;  3.9999999E-02;177;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  8.5000002E-01;  5.7999998E-01;  3.9999999E-02;178;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  9.4000000E-01;  4.9000001E-01;  3.9999999E-02;190;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  9.4000000E-01;  5.7999998E-01;  3.9999999E-02;191;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  9.4000000E-01;  4.0000001E-01;  3.9999999E-02;360;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  9.4000000E-01;  4.0000001E-01;  1.3000000E-01;361;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  9.4000000E-01;  4.0000001E-01;  2.2000000E-01;362;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000474E+03;0;
  9.4000000E-01;  4.0000001E-01;  3.1000000E-01;363;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0001002E+03;0;
  1.0300000E+00;  4.9000001E-01;  3.9999999E-02;203;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.0300000E+00;  5.7999998E-01;  3.9999999E-02;204;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.1200000E+00;  4.0000001E-01;  3.9999999E-02;218;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.1200000E+00;  4.9000001E-01;  3.9999999E-02;219;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.1200000E+00;  5.7999998E-01;  3.9999999E-02;220;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.2100000E+00;  4.0000001E-01;  3.9999999E-02;234;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.2100000E+00;  4.9000001E-01;  3.9999999E-02;235;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.2100000E+00;  5.7999998E-01;  3.9999999E-02;236;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.0300000E+00;  4.0000001E-01;  3.9999999E-02;342;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.0300000E+00;  4.0000001E-01;  1.3000000E-01;343;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.0300000E+00;  4.0000001E-01;  2.2000000E-01;344;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.0300000E+00;  4.0000001E-01;  3.1000000E-01;345;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  3.9999999E-02;  6.7000002E-01;  3.9999999E-02;35;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0045452E+03;0;
  3.9999999E-02;  6.7000002E-01;  1.3000000E-01;36;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0084481E+03;0;
  3.9999999E-02;  6.7000002E-01;  2.2000000E-01;37;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  3.9999999E-02;  6.7000002E-01;  3.1000000E-01;38;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.3000000E-01;  6.7000002E-01;  3.9999999E-02;51;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0065227E+03;0;
  1.3000000E-01;  6.7000002E-01;  1.3000000E-01;52;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0067090E+03;0;
  1.3000000E-01;  6.7000002E-01;  2.2000000E-01;53;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
